"тот","1) that, that one, those, the other"
"быть","1) to be 2) (present tense) 'есть'  - there is, there are 3) has been"
"весь","1) all 2) all gone (no more left) 3) whole, entire"
"по","1) along, down, through, across 2) about, under, for 3) by the means of (por medio de), on 4) hit or punch somewhere 5) after a certain age 6) to (indicating to the end or limit of an object) 7) on the subject of, on 8) on (weekdays)"
"за","1) behind 2) at (location) 3) at (direction) 4) for (in support of) 5) for (mistake for) 6) for (reason) 7) following after, chasing after 8) over (a certain age) 9) beyond, on the far side of 10) out of (location) 11) for (duration)"
"же","1) same, again, already"
"э́тот","1) this"
"бы","1) would (be able to)"
"себя́","1) oneself, ourselves, yourselves, himself, herself, itself, yourself, myself, themselves"
"мой","1) my, mine, my people"
"са́мый","1) the most 2) the very (same)"
"ни","1) neither 2) no"
"стать","1) to stand 2) to become 3) to begin to, be 4) to become, get, grow 5) to take to"
"свой","1) one's own (reflexive)"
"де́ло","1) business, work 2) matter, concern, affair 3) thing, action, act 4) art, science 5) truth, really, honestly"
"под","1) under 2) below 3) underneath 4) to go down/below 5) to go/put under something 6) (impression, affection) 7) over, for"
"ну","1) well"
"сам","1) ourselves, yourself, oneself, yourselves, himself, herself, itself, themselves"
"чём","1) Prepositional of 'что'"
"жизнь","1) life, existence"
"тут","1) here 2) now"
"ли","1) whether, if 2) interrogative particle (placed after the first word in a sentence or phrase)"
"при","1) at 2) with 3) in the presence of 4) in the time of 5) (circumstantial)"
"стоя́ть","1) to stand"
"че́рез","1) across, over, at 2) through 3) through, using 4) in (time) (no more than)"
"до́лжный","1) due, owing 2) must, need to, have (got) to, should"
"ведь","1) in fact, after all, surely, indeed 2) given that, as, because 3) Isn't it?"
"потому́","1) because"
"сторона́","1) side 2) direction, way"
"име́ть","1) to have, keep, hold, possess, carry, be, mean"
"поня́ть","1) to understand, comprehend, realize, realise 2) clear"
"сиде́ть","1) to sit, be perched, be, fit"
"об","1) about, concerning"
"де́лать","1) to make, do"
"сде́лать","1) to make, do"
"вдруг","1) suddenly, all of a sudden, in case"
"ну́жный","1) necessary, needed, the right, the correct"
"над","1) above, over 2) on 3) at"
"взять","1) to take 2) to pick, to borrow 3) to grab, to get hold of 4) to hire 5) to choose (from)"
"каза́ться","1) to seem 2) to appear, strike as, look"
"коне́ц","1) end, ending"
"го́лос","1) voice, part, vote"
"уж","1) really 2) not that"
"бо́лее","1) more"
"земля́","1) earth 2) land"
"си́ла","1) power, might, strength, force 2) vigor, vigour, intensity 3) energy, efficacy, ability"
"второ́й","1) second, the latter"
"уви́деть","1) to see"
"дава́ть","1) to give, let, make"
"слу́чай","1) case, occasion, chance, opportunity, event, incident, occurrence"
"куда́","1) where (to), whereto 2) wherever, whenever"
"пойти́","1) to go 2) walk"
"мир","1) world 2) peace"
"оста́ться","1) To remain 2) To stay"
"сра́зу","1) immediately, at once 2) at one stroke, simultaneously"
"совсе́м","1) entirely, totally, completely, quite, at all"
"вид","1) view 2) kind, sort, type"
"дать","1) give, allocate 2) make 3) Let (inform)"
"оказа́ться","1) to turn out to be 2) to find oneself"
"ряд","1) row, number, series, line"
"твой","1) your, yours, thy, thine, your people"
"отве́тить","1) answer"
"война́","1) war, warfare"
