"в","1) in, at, on, within 2) to, into, for"
"на","1) on (place) 2) on (day/week) 3) on (means of transport) 4) to (direction) 5) onto, upon (direction), against (something) 6) at (location) 7) for"
"а","1) and (as contrast)"
"как","1) how 2) what 3) like, as"
"но","1) but"
"к","1) towards 2) to 3) by (time)"
"так","1) so, thus, like this, this way, then 2) exactly how"
"сказа́ть","1) to say, to tell, to speak, to talk"
"от","1) from (away) 2) from (part of a whole) 3) from (cause) 4) from (distance) 5) from (someone) 6) from (range) 7) for, against a purpose 8) of"
"кото́рый","1) which, that, what 2) who"
"о","1) about 2) of 3) on 4) against, over"
"тако́й","1) such, so, that sort of 2) be like this, as, be"
"како́й","1) which, what, what kind of"
"для","1) for (the benefit of) 2) to"
"уже́","1) already, by this time, by now, ready, no longer"
"когда́","1) when, while, as"
"вот","1) here, there, there is"
"год","1) year"
"знать","1) to know, be aware, be acquainted, it seems"
"е́сли","1) if 2) in case, subject to"
"до","1) to (direction) 2) to (distance) 3) before 4) until 5) up to (limit)"
"вре́мя","1) time, times, tense, weather"
"рука́","1) hand 2) arm 3) handwriting"
"да́же","1) even"
"что́бы","1) so that 2) in order to"
"раз","1) time 2) one 3) once 4) if, since"
"глаз","1) eye"
"пе́рвый","1) first, front, former, earliest"
"день","1) day, daytime 2) afternoon, early evening"
"ничто́","1) nothing, nought"
"на́до","1) need 2) it is necessary 3) = над"
"голова́","1) head, mind, brains, chief, master"
"ви́деть","1) to see"
"тепе́рь","1) now, nowadays, today"
"идти́","1) to go, to walk 2) to be"
"друг","1) friend"
"сейча́с","1) now, just now 2) soon, right now 3) at once"
"по́сле","1) after, afterwards, later"
"сло́во","1) word 2) speech 3) promise, word"
"ме́сто","1) place, spot, site, locality 2) region, area 3) site, scene 4) room, space 5) job, position 6) piece of luggage"
"ду́мать","1) to think 2) to consider"
"лицо́","1) face, the right side, person, face to face 2) entity 3) first-person (view) 4) person, individual"
"тогда́","1) then, while, at that time, at that moment"
"но́вый","1) new"
"ка́ждый","1) each, every, everyone"
"хоро́ший","1) good, nice"
"почему́","1) Why? How come?"
"смотре́ть","1) to look, to watch"
"про́сто","1) it is simple, it is easy, simply 2) just, just only, only"
"нога́","1) leg"
"никто́","1) nobody, no one"
"пе́ред","1) in front of 2) before 3) to"
"коне́чно","1) certainly 2) of course"
"го́род","1) city, town"
"не́сколько","1) some 2) a few 3) several"
"нача́ть","1) to begin, start, commence"
"час","1) hour, time, hours 2) a watch"
"пока́","1) bye (informal) 2) while, in the meantime 3) so far, for now 4) until, until now"
"после́дний","1) last, latest, recent 2) final, ultimate, definitive 3) latter 4) (colloquial) worst"
"хотя́","1) although, though, at least, despite"
"всегда́","1) always"
"стол","1) table"
"маши́на","1) car 2) machine, machinery, engine, mechanism"
"ночь","1) night"
"же́нщина","1) woman, women, womanfolk, womankind"
"ребёнок","1) child, kid"
"вы́йти","1) to leave, to go out, to get out 2) to be published, to be issued 3) to marry (him) 4) to come out"
"оте́ц","1) father"
"вопро́с","1) question 2) matter, issue 3) problem"
"рабо́тать","1) work, operate 2) open, function"
"почти́","1) almost, nearly 2) almost"
"сно́ва","1) again (anew)"
"ста́рый","1) old, ancient"
"страна́","1) country,  2) land, region"
"ме́жду","1) between 2) among 3) inter-"
"мно́го","1) much 2) many 3) a lot of, plenty of"
"де́ньги","1) money, funds, cash"
"зна́чить","1) to mean, to signify"
"мину́та","1) minute, moment, instant"
"ждать","1) to wait, to expect, to await"
"никогда́","1) never, ever"
"найти́","1) find"
"жена́","1) wife 2) woman"
"мать","1) mother"
"у́лица","1) street"
"далёкий","1) far, distant"
"ко́мната","1) room"
"по́мнить","1) to remember, recollect, keep in mind"
"наза́д","1) back, backwards 2) ago"
"про́шлый","1) in the past, bygone 2) last, yester-"
"пря́мо","1) straight 2) frankly, openly, bluntly 3) real, really, truly 4) exactly, downright"
"до́лго","1) a long time, for a long time"
"сын","1) son 2) child 3) (poetic plural) sons"
"поэ́тому","1) that is why, therefore, so"
"чита́ть","1) read"
"ме́сяц","1) month 2) moon"
"молодо́й","1) young, youthful 2) new"
"ма́ма","1) mom, mama, mommy, mummy"
"иногда́","1) sometimes, at times"
"брат","1) brother"
"отку́да","1) from where"
"туда́","1) there, to there"
"ма́ло","1) little, few, a little bit 2) too little, too few"
"сли́шком","1) too (much), too (more than enough)"
"сле́дующий","1) following 2) next"
"со́лнце","1) sun"
"неде́ля","1) week"
"войти́","1) to enter, to come in, to include"
"спать","1) to sleep"
"иска́ть","1) to look for, search, seek 2) to sue (law)"
"семья́","1) family"
"муж","1) husband, man"
"ти́хо","1) quietly, it is calm, it is quiet, softly, gently, faintly, silently 2) calmly, peacefully 3) slowly"
"снег","1) snow"
"е́хать","1) to go (by horse or vehicle), drive, ride 2) to travel 3) to move (from a place)"
"соба́ка","1) dog 2) the at (@) sign"
"пробле́ма","1) Problem"
"вчера́","1) yesterday"
"вещь","1) thing, things, belongings, clothes, work"
"далеко́","1) far (away), it is far, it is a long way, far off, a long way off, a great distance away"
"за́втра","1) tomorrow"
"пло́хо","1) it is bad 2) hard"
